uid,title,genre,aired,episodes,ranked,score,link
1221,Demashita! Powerpuff Girls Z,"['Action', 'Comedy', 'Magic', 'School', 'Sci-Fi', 'Shoujo', 'Slice of Life', 'Super Power']","Jul 1, 2006 to Jun 30, 2007",52,6535,6.4,https://myanimelist.net/anime/1221/Demashita_Powerpuff_Girls_Z
3202,Daisuki! Hello Kitty,"['Fantasy', 'Kids']","Oct 5, 1993 to Mar 29, 1994",26,6534,6.4,https://myanimelist.net/anime/3202/Daisuki_Hello_Kitty
17277,Code Geass: Soubou no Oz Picture Drama,"['Action', 'Drama', 'Mecha', 'Military', 'School', 'Supernatural']",10-Jan-13,5,6533,6.4,https://myanimelist.net/anime/17277/Code_Geass__Soubou_no_Oz_Picture_Drama
32819,Xiong Chumo Zhi: Conglin Zongdongyuan,"['Comedy', 'Kids']","Jul 13, 2013 to Sep 25, 2014",104,14484,4.38,https://myanimelist.net/anime/32819/Xiong_Chumo_Zhi__Conglin_Zongdongyuan
35712,Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,"['Harem', 'Comedy', 'Romance', 'Ecchi', 'School']","Oct 12, 2017 to Dec 14, 2017",10,6530,6.4,https://myanimelist.net/anime/35712/Boku_no_Kanojo_ga_Majimesugiru_Sho-bitch_na_Ken
4383,Catman Series III,"['Comedy', 'Fantasy', 'Slice of Life']","Mar 1, 2008 to Apr, 2008",6,6531,6.4,https://myanimelist.net/anime/4383/Catman_Series_III
31246,Choegang Habche: Mix Master,"['Adventure', 'Fantasy']","May 26, 2010 to Mar 16, 2011",39,6532,6.4,https://myanimelist.net/anime/31246/Choegang_Habche__Mix_Master
32807,Xiong Chumo,"['Comedy', 'Kids']","Jan 22, 2012 to 2012",104,14482,4.64,https://myanimelist.net/anime/32807/Xiong_Chumo
34935,Yowai Robot to 10 no Story Project,['Kids'],22-Mar-16,2,14566,5.19,https://myanimelist.net/anime/34935/Yowai_Robot_to_10_no_Story_Project
38810,Bleach: Gotei 13 Omake,"['Action', 'Adventure']",12-Jun-05,1,6529,6.4,https://myanimelist.net/anime/38810/Bleach__Gotei_13_Omake
37554,Yousei Tin Tin,"['Slice of Life', 'Comedy', 'Fantasy']","Mar 27, 2018 to Jun 1, 2018",20,14563,5.85,https://myanimelist.net/anime/37554/Yousei_Tin_Tin
19953,Zetsumetsu Kigu Shoujo: Amazing Twins,"['Magic', 'Slice of Life']","Feb 26, 2014 to Jun 25, 2014",2,6528,6.41,https://myanimelist.net/anime/19953/Zetsumetsu_Kigu_Shoujo__Amazing_Twins
33357,Wo Jiao Bai Xiaofei,"['Action', 'Comedy', 'Horror']","Apr 16, 2015 to Mar 10, 2016",39,6527,6.41,https://myanimelist.net/anime/33357/Wo_Jiao_Bai_Xiaofei
39874,Youki ni Utaeba,"['Kids', 'Music']",11-Dec-64,1,14560,4.17,https://myanimelist.net/anime/39874/Youki_ni_Utaeba
24619,Tenkuu Senki Shurato Recaps,"['Action', 'Magic', 'Fantasy', 'Shounen']","Dec 7, 1989 to Jan 25, 1990",2,6525,6.41,https://myanimelist.net/anime/24619/Tenkuu_Senki_Shurato_Recaps
23351,Youkaiden Nekome Kozou,"['Adventure', 'Horror', 'Psychological', 'Seinen', 'Supernatural']","Apr 1, 1976 to Sep 30, 1976",25,14559,6.45,https://myanimelist.net/anime/23351/Youkaiden_Nekome_Kozou
9522,Zero Tester: Chikyuu wo Mamore!,"['Action', 'Adventure', 'Mecha', 'Sci-Fi']","Jun 24, 1974 to Dec 30, 1974",28,14619,5.12,https://myanimelist.net/anime/9522/Zero_Tester__Chikyuu_wo_Mamore
33570,Zenryoku Yobikou 5.5 Seminar Prologue,"['Comedy', 'Parody', 'School']",20-Jul-15,1,14618,4.74,https://myanimelist.net/anime/33570/Zenryoku_Yobikou_55_Seminar_Prologue
33571,Zenryoku Yobikou 5.5 Seminar,"['Comedy', 'Parody', 'School']","Jul 20, 2015 to Nov 15, 2015",9,14617,5.34,https://myanimelist.net/anime/33571/Zenryoku_Yobikou_55_Seminar
34651,Zenmaiji-kake no Truffe,['Fantasy'],"Mar 28, 2014 to Oct 14, 2014",2,14616,4.71,https://myanimelist.net/anime/34651/Zenmaiji-kake_no_Truffe
5821,Zenmai Zamurai,"['Comedy', 'Kids']","Apr 3, 2006 to Feb 6, 2009",215,14615,5.3,https://myanimelist.net/anime/5821/Zenmai_Zamurai
39450,Zen-chan Two-chan,['Kids'],"Oct 20, 1969 to Jan 17, 1970",78,14614,4.83,https://myanimelist.net/anime/39450/Zen-chan_Two-chan
38016,Zannen na Ikimono Jiten,"['Comedy', 'Slice of Life']","Aug 6, 2018 to Aug 17, 2018",10,14612,5.32,https://myanimelist.net/anime/38016/Zannen_na_Ikimono_Jiten
37644,Yuuyake Dandan: Manner Movies,['Comedy'],"Mar 31, 2015 to Sep 10, 2015",2,14611,5.14,https://myanimelist.net/anime/37644/Yuuyake_Dandan__Manner_Movies
12765,Yuuyake Banchou,['Action'],"Sep 30, 1968 to Mar 29, 1969",26,14610,5.88,https://myanimelist.net/anime/12765/Yuuyake_Banchou
36705,Yuuwaku★Office Lover 2,"['Drama', 'Romance']","Dec 26, 2017 to Mar 6, 2018",10,14609,5.61,https://myanimelist.net/anime/36705/Yuuwaku%E2%98%85Office_Lover_2
12767,Yuusei Kamen,['Sci-Fi'],"Jun 3, 1966 to Feb 21, 1967",39,14606,5.71,https://myanimelist.net/anime/12767/Yuusei_Kamen
35496,Yuurei Yashiki,['Horror'],Not available,1,14605,5.72,https://myanimelist.net/anime/35496/Yuurei_Yashiki
39109,Yuuki no Hana ga Hiraku Toki: Yanase Takashi to Anpanman no Monogatari,"['Drama', 'Kids']",10-Feb-19,1,14604,8,https://myanimelist.net/anime/39109/Yuuki_no_Hana_ga_Hiraku_Toki__Yanase_Takashi_to_Anpanman_no_Monogatari
35022,Yuuki Aru Hotaru to Tobe Nai Hotaru,['Drama'],1990,1,14603,7.6,https://myanimelist.net/anime/35022/Yuuki_Aru_Hotaru_to_Tobe_Nai_Hotaru
36271,Yuukai Boushi Animation Eiga: Akazukin-chan Chanto Check,['Kids'],2003,1,14601,7.67,https://myanimelist.net/anime/36271/Yuukai_Boushi_Animation_Eiga__Akazukin-chan_Chanto_Check
35957,Yura Yura Suizokukan,"['Comedy', 'Slice of Life']","Jul 24, 2017 to Apr 30, 2018",40,14597,5.37,https://myanimelist.net/anime/35957/Yura_Yura_Suizokukan
29751,Yurumi to Shimeru,"['Sci-Fi', 'Comedy']",3-Apr-08,1,14598,4.75,https://myanimelist.net/anime/29751/Yurumi_to_Shimeru
37155,Yumi-chan no Hikkoshi: Sayonara Tsutomu-kun,"['Music', 'Kids']",1-Oct-76,1,14596,4.96,https://myanimelist.net/anime/37155/Yumi-chan_no_Hikkoshi__Sayonara_Tsutomu-kun
40252,Yumekui Shoujo,"['Music', 'Fantasy']",1-Nov-17,1,14594,5.22,https://myanimelist.net/anime/40252/Yumekui_Shoujo
36700,Yumearu Ugoku Ehon,"['Kids', 'Fantasy']","Mar 19, 2015 to ?",,14592,4.72,https://myanimelist.net/anime/36700/Yumearu_Ugoku_Ehon
36399,Yumehito: Yumejin,"['Music', 'Kids']",1-Aug-07,1,14593,5.12,https://myanimelist.net/anime/36399/Yumehito__Yumejin
26307,"Yume, Sora Takaku","['Drama', 'Kids']",2001,1,14591,6.91,https://myanimelist.net/anime/26307/Yume_Sora_Takaku
5841,Yume wo Kanaeru Zou,['Comedy'],"Jan 13, 2009 to Dec 27, 2009",12,14590,5.63,https://myanimelist.net/anime/5841/Yume_wo_Kanaeru_Zou
37067,Yume no Tochuu de,"['Kids', 'Music']","Aug, 2017",1,14588,5.46,https://myanimelist.net/anime/37067/Yume_no_Tochuu_de
39911,Yume no Mahou,"['Kids', 'Music']",4-Apr-96,1,14587,5.11,https://myanimelist.net/anime/39911/Yume_no_Mahou
37605,Yume no Kawa,['Music'],"Aug, 2012",1,14586,5.38,https://myanimelist.net/anime/37605/Yume_no_Kawa
24575,Yume no Jidousha,['Cars'],"May, 1917",1,14585,5.47,https://myanimelist.net/anime/24575/Yume_no_Jidousha
3500,"Yume Miru, Anime: on-chan",['Comedy'],"Jan 18, 2008 to Aug 22, 2008",26,14584,6.28,https://myanimelist.net/anime/3500/Yume_Miru_Anime__on-chan
38310,Yume Miru Koneko,"['Kids', 'Music', 'Parody']",1-Aug-83,1,14583,4.93,https://myanimelist.net/anime/38310/Yume_Miru_Koneko
39889,Yume Kyuukou de 15-bu,"['Kids', 'Music']",6-Oct-83,1,14582,4.77,https://myanimelist.net/anime/39889/Yume_Kyuukou_de_15-bu
35525,Yume Hakonda Randoseru,"['Music', 'Slice of Life', 'Kids']",2-Feb-17,1,14581,4.41,https://myanimelist.net/anime/35525/Yume_Hakonda_Randoseru
7655,Major S6,"['Comedy', 'Drama', 'Shounen', 'Sports']","Apr 3, 2010 to Sep 25, 2010",25,175,8.37,https://myanimelist.net/anime/7655/Major_S6
18115,Magi: The Kingdom of Magic,"['Action', 'Adventure', 'Magic', 'Fantasy', 'Shounen']","Oct 6, 2013 to Mar 30, 2014",25,174,8.37,https://myanimelist.net/anime/18115/Magi__The_Kingdom_of_Magic
28701,Fate/stay night: Unlimited Blade Works 2nd Season,"['Action', 'Fantasy', 'Magic', 'Supernatural']","Apr 5, 2015 to Jun 28, 2015",13,173,8.37,https://myanimelist.net/anime/28701/Fate_stay_night__Unlimited_Blade_Works_2nd_Season
15141,Yukiwatari,['Fantasy'],16-Jul-94,1,14580,6.02,https://myanimelist.net/anime/15141/Yukiwatari
23345,Yukiguni no Oujisama,['Slice of Life'],21-Dec-85,1,14579,5.85,https://myanimelist.net/anime/23345/Yukiguni_no_Oujisama
1365,Detective Conan Movie 06: The Phantom of Baker Street,"['Adventure', 'Mystery', 'Police', 'Shounen']",20-Apr-02,1,172,8.37,https://myanimelist.net/anime/1365/Detective_Conan_Movie_06__The_Phantom_of_Baker_Street
31872,Yukidaruma Kazoku,"['Music', 'Kids']",1-Dec-14,1,14578,5.03,https://myanimelist.net/anime/31872/Yukidaruma_Kazoku
30957,Yukidaruma,"['Fantasy', 'Historical']",15-Feb-18,1,14577,6.46,https://myanimelist.net/anime/30957/Yukidaruma
32282,Shokugeki no Souma: Ni no Sara,"['Ecchi', 'School', 'Shounen']","Jul 2, 2016 to Sep 24, 2016",13,171,8.38,https://myanimelist.net/anime/32282/Shokugeki_no_Souma__Ni_no_Sara
5040,One Outs,"['Sports', 'Psychological', 'Seinen']","Oct 8, 2008 to Apr 1, 2009",25,170,8.38,https://myanimelist.net/anime/5040/One_Outs
34946,Yuki no Joou,['Fantasy'],1978,1,14576,5.63,https://myanimelist.net/anime/34946/Yuki_no_Joou
20651,Natsume Yuujinchou: Itsuka Yuki no Hi ni,"['Slice of Life', 'Demons', 'Supernatural', 'Drama', 'Shoujo']",1-Feb-14,1,169,8.38,https://myanimelist.net/anime/20651/Natsume_Yuujinchou__Itsuka_Yuki_no_Hi_ni
37075,Yuki Matsuri,"['Kids', 'Music']",3-Dec-84,1,14575,4.77,https://myanimelist.net/anime/37075/Yuki_Matsuri
35166,Yuki Daruman no Fuyumichi Koutsuu Anzen,['Kids'],Not available,1,14574,5.75,https://myanimelist.net/anime/35166/Yuki_Daruman_no_Fuyumichi_Koutsuu_Anzen
15657,Yuke! Shouei-kun,['Comedy'],"Feb 10, 2012 to Mar 16, 2012",6,14573,4.64,https://myanimelist.net/anime/15657/Yuke_Shouei-kun
36389,Yukai na Mezamashi Tokei,"['Music', 'Kids']",4-Apr-74,1,14572,4,https://myanimelist.net/anime/36389/Yukai_na_Mezamashi_Tokei
35385,Yukai na Animal Bus 2nd Season,"['Comedy', 'Kids']","Jul 2, 2017 to Sep 17, 2017",12,14571,5.53,https://myanimelist.net/anime/35385/Yukai_na_Animal_Bus_2nd_Season
5420,Kemono no Souja Erin,"['Drama', 'Fantasy', 'Slice of Life']","Jan 10, 2009 to Dec 26, 2009",50,168,8.38,https://myanimelist.net/anime/5420/Kemono_no_Souja_Erin
39529,Youkai Watch Movie 6: Youkai Gakuen Y - Neko wa Hero ni Nareru ka,"['Comedy', 'Demons', 'Kids', 'Supernatural', 'School']",13-Dec-19,1,14558,6.13,https://myanimelist.net/anime/39529/Youkai_Watch_Movie_6__Youkai_Gakuen_Y_-_Neko_wa_Hero_ni_Nareru_ka
40714,Youkai Watch Jam: Youkai Gakuen Y - N to no Souguu,"['Comedy', 'Demons', 'Kids', 'Supernatural', 'School']","Dec 27, 2019 to ?",,14557,6.82,https://myanimelist.net/anime/40714/Youkai_Watch_Jam__Youkai_Gakuen_Y_-_N_to_no_Souguu
38368,Youkai Ningen Bem: Part II,"['Demons', 'Horror']",21-Oct-92,2,14556,5.53,https://myanimelist.net/anime/38368/Youkai_Ningen_Bem__Part_II
34192,Yot-chan no Fushigina Crayon,"['Fantasy', 'Kids']",2004,1,14555,6.33,https://myanimelist.net/anime/34192/Yot-chan_no_Fushigina_Crayon
12781,Yoshimoto Muchikko Monogatari,['Comedy'],"Oct 26, 1998 to Nov 5, 1999",47,14554,4.74,https://myanimelist.net/anime/12781/Yoshimoto_Muchikko_Monogatari
30230,Diamond no Ace: Second Season,"['Comedy', 'Sports', 'School', 'Shounen']","Apr 6, 2015 to Mar 28, 2016",51,167,8.38,https://myanimelist.net/anime/30230/Diamond_no_Ace__Second_Season
37665,Yoshida no Time Slip Fumai-kou,"['Historical', 'Parody']","Apr 1, 2018 to Jun 1, 2018",3,14553,4.52,https://myanimelist.net/anime/37665/Yoshida_no_Time_Slip_Fumai-kou
25781,Shingeki no Kyojin: Kuinaki Sentaku,"['Action', 'Fantasy', 'Shoujo']","Dec 9, 2014 to Apr 9, 2015",2,166,8.39,https://myanimelist.net/anime/25781/Shingeki_no_Kyojin__Kuinaki_Sentaku
40210,Yorugao,"['Kids', 'Music']",2-Aug-19,1,14551,4.77,https://myanimelist.net/anime/40210/Yorugao
35142,Yoshida no Matsue Beauty Daisakusen,"['Comedy', 'Parody']",16-Mar-17,3,14552,5.52,https://myanimelist.net/anime/35142/Yoshida_no_Matsue_Beauty_Daisakusen
37191,Yoninme no Ousama,"['Music', 'Kids']",7-Aug-67,1,14549,3.94,https://myanimelist.net/anime/37191/Yoninme_no_Ousama
31317,Yonimo Kimyou na Man☆Gatarou,['Comedy'],"Mar 6, 2009 to Apr 10, 2009",8,14548,5.71,https://myanimelist.net/anime/31317/Yonimo_Kimyou_na_Man%E2%98%86Gatarou
32920,Yongshi,"['Historical', 'Martial Arts']",2007,1,14547,6.57,https://myanimelist.net/anime/32920/Yongshi
33763,Yong Zhe Da Mao Xian 2nd Season,"['Adventure', 'Fantasy']","Mar 25, 2016 to Oct 14, 2016",26,14546,7,https://myanimelist.net/anime/33763/Yong_Zhe_Da_Mao_Xian_2nd_Season
33762,Yong Zhe Da Mao Xian,"['Adventure', 'Fantasy']","Mar 31, 2015 to Oct 30, 2015",26,14545,6.86,https://myanimelist.net/anime/33762/Yong_Zhe_Da_Mao_Xian
27467,Yoligongju Loopy,"['Kids', 'Magic']",2012,6,14544,5.33,https://myanimelist.net/anime/27467/Yoligongju_Loopy
20227,Yocchan no Biidama,"['Drama', 'Historical']",1999,1,14542,6.19,https://myanimelist.net/anime/20227/Yocchan_no_Biidama
35594,Ylion to Callysia,"['Action', 'Fantasy']",4-Jun-17,1,14541,6.71,https://myanimelist.net/anime/35594/Ylion_to_Callysia
38069,Yi Kong Zhi Dian,"['Adventure', 'Kids', 'Sports']","Apr, 2013 to ?",40,14539,5.11,https://myanimelist.net/anime/38069/Yi_Kong_Zhi_Dian
40117,Yichang Shengwu Jianwenlu Specials,['Comedy'],"Jun 28, 2019 to Sep 20, 2019",13,14540,6.05,https://myanimelist.net/anime/40117/Yichang_Shengwu_Jianwenlu_Specials
38827,Yeastken.,['Kids'],"Dec 13, 2018 to ?",,14536,5.56,https://myanimelist.net/anime/38827/Yeastken
25589,Yeongsimi,"['Comedy', 'School', 'Slice of Life', 'Kids']",1990 to 1991,13,14538,6.48,https://myanimelist.net/anime/25589/Yeongsimi
28201,Yeonghongibyeong Lazenca,"['Action', 'Adventure', 'Mecha', 'Sci-Fi']","Nov 3, 1997 to 1998",13,14537,5.7,https://myanimelist.net/anime/28201/Yeonghongibyeong_Lazenca
7646,Yawarakame♥,"['Comedy', 'Kids']","Dec 1, 2009 to May 25, 2010",26,14535,4.72,https://myanimelist.net/anime/7646/Yawarakame%E2%99%A5
21275,Yawaraka Sensha,['Comedy'],"Dec, 2005 to Nov, 2011",53,14534,4.8,https://myanimelist.net/anime/21275/Yawaraka_Sensha
5468,Yattokame Tanteidan,"['Kids', 'Mystery', 'Slice of Life']","Oct 7, 2007 to Jan 6, 2008",14,14532,5.86,https://myanimelist.net/anime/5468/Yattokame_Tanteidan
21277,Yawaraka Atom,"['Comedy', 'Parody']","Oct, 2007 to Oct, 2008",7,14533,5.2,https://myanimelist.net/anime/21277/Yawaraka_Atom
39455,Yat-chan to Shinnyuusei,"['Kids', 'Supernatural']",1975,1,14531,7.29,https://myanimelist.net/anime/39455/Yat-chan_to_Shinnyuusei
39454,Yat-chan to Kasei no Ko,"['Kids', 'Sci-Fi', 'Supernatural']",1974,1,14530,6.17,https://myanimelist.net/anime/39454/Yat-chan_to_Kasei_no_Ko
30969,Yasashii Ookami,['Kids'],2004,1,14529,6.08,https://myanimelist.net/anime/30969/Yasashii_Ookami
36387,Yasashii Kaze,"['Music', 'Kids']",2-Jun-03,1,14528,4.69,https://myanimelist.net/anime/36387/Yasashii_Kaze
36388,Yasashi-sa no Tamatebako,"['Music', 'Kids']",1-Aug-94,1,14527,4.7,https://myanimelist.net/anime/36388/Yasashi-sa_no_Tamatebako
